Frame	Time	rX	rY	rZ
133	2.21667	32.986	6.565	-16.327			
134	2.23333	32.958	6.541	-16.304			
135	2.25000	32.957	6.563	-16.287			
136	2.26667	32.896	6.544	-16.255			
137	2.28333	32.824	6.506	-16.298			
138	2.30000	32.710	6.429	-16.299			
139	2.31667	32.620	6.381	-16.346			
140	2.33333	32.711	6.317	-16.317			
141	2.35000	32.628	6.353	-16.268			
142	2.36667	32.596	6.391	-16.205			
143	2.38333	32.575	6.325	-16.227			
144	2.40000	32.541	6.285	-16.291			
145	2.41667	32.546	6.226	-16.306			
146	2.43333	32.477	6.199	-16.313			
147	2.45000	32.446	6.208	-16.284			
148	2.46667	32.457	6.186	-16.220			
149	2.48333	32.488	6.132	-16.225			
150	2.50000	32.449	6.130	-16.312			
151	2.51667	32.407	6.132	-16.298			
152	2.53333	32.353	6.151	-16.316			
153	2.55000	32.361	6.118	-16.289			
154	2.56667	32.391	6.121	-16.323			
155	2.58333	32.396	6.152	-16.220			
156	2.60000	32.313	6.159	-16.253			
157	2.61667	32.378	6.113	-16.296			
158	2.63333	32.368	6.053	-16.357			
159	2.65000	32.356	6.088	-16.292			
160	2.66667	32.314	6.173	-16.267			
161	2.68333	32.358	6.159	-16.216			
162	2.70000	32.401	6.084	-16.298			
163	2.71667	32.352	6.027	-16.315			
164	2.73333	32.329	6.076	-16.289			
165	2.75000	32.271	6.093	-16.290			
166	2.76667	32.368	6.114	-16.285			
167	2.78333	32.394	6.062	-16.276			
168	2.80000	32.338	6.105	-16.258			
169	2.81667	32.230	6.083	-16.305			
170	2.83333	32.194	6.095	-16.332			
171	2.85000	32.314	6.118	-16.253			
172	2.86667	32.424	6.159	-16.269			
173	2.88333	32.366	6.084	-16.244			
174	2.90000	32.298	6.116	-16.260			
175	2.91667	32.295	6.059	-16.285			
176	2.93333	32.346	6.066	-16.298			
177	2.95000	32.403	6.039	-16.237			
178	2.96667	32.305	6.069	-16.233			
179	2.98333	32.284	6.034	-16.218			
180	3.00000	32.263	6.007	-16.250			
181	3.01667	32.271	6.011	-16.266			
182	3.03333	32.334	6.008	-16.220			
183	3.05000	32.285	6.095	-16.176			
184	3.06667	32.233	6.051	-16.230			
185	3.08333	32.213	5.967	-16.265			
186	3.10000	32.213	5.970	-16.281			
187	3.11667	32.211	5.990	-16.206			
188	3.13333	32.233	6.066	-16.153			
189	3.15000	32.259	6.015	-16.246			
190	3.16667	32.255	5.971	-16.247			
191	3.18333	32.239	5.936	-16.309			
192	3.20000	32.268	5.997	-16.221			
193	3.21667	32.290	6.046	-16.208			
194	3.23333	32.291	5.970	-16.261			
195	3.25000	32.275	5.918	-16.315			
196	3.26667	32.137	5.889	-16.321			
197	3.28333	32.189	5.953	-16.220			
198	3.30000	32.264	6.050	-16.196			
199	3.31667	32.287	5.964	-16.233			
200	3.33333	32.144	5.915	-16.280			
201	3.35000	32.094	5.888	-16.349			
202	3.36667	32.140	5.861	-16.295			
203	3.38333	32.211	5.898	-16.244			
204	3.40000	32.227	5.928	-16.222			
205	3.41667	32.196	5.941	-16.233			
206	3.43333	32.141	5.886	-16.263			
207	3.45000	32.143	5.902	-16.291			
208	3.46667	32.128	5.912	-16.289			
209	3.48333	32.105	5.950	-16.257			
210	3.50000	32.124	5.990	-16.215			
211	3.51667	32.126	5.918	-16.207			
212	3.53333	32.137	5.868	-16.284			
213	3.55000	32.068	5.875	-16.261			
214	3.56667	32.078	5.934	-16.185			
215	3.58333	32.130	5.967	-16.243			
216	3.60000	32.173	5.880	-16.282			
217	3.61667	32.137	5.861	-16.276			
218	3.63333	32.129	5.851	-16.171			
219	3.65000	32.138	5.981	-16.191			
220	3.66667	32.171	5.942	-16.212			
221	3.68333	32.216	5.812	-16.325			
222	3.70000	32.131	5.843	-16.265			
223	3.71667	32.021	5.910	-16.204			
224	3.73333	32.102	5.946	-16.139			
225	3.75000	32.206	5.866	-16.247			
226	3.76667	32.264	5.835	-16.274			
227	3.78333	32.162	5.890	-16.211			
228	3.80000	32.054	5.934	-16.134			
229	3.81667	32.130	5.901	-16.220			
230	3.83333	32.216	5.889	-16.219			
231	3.85000	32.182	5.885	-16.234			
232	3.86667	32.093	5.947	-16.204			
233	3.88333	32.072	5.925	-16.213			
234	3.90000	32.153	5.904	-16.244			
235	3.91667	32.251	5.864	-16.225			
236	3.93333	32.160	5.989	-16.230			
237	3.95000	32.085	5.949	-16.242			
238	3.96667	32.128	5.890	-16.272			
239	3.98333	32.200	5.865	-16.289			
240	4.00000	32.207	5.899	-16.233			
241	4.01667	32.107	5.984	-16.165			
242	4.03333	32.099	5.938	-16.200			
243	4.05000	32.181	5.888	-16.260			
244	4.06667	32.219	5.842	-16.338			
245	4.08333	32.160	5.946	-16.225			
246	4.10000	32.146	6.055	-16.147			
247	4.11667	32.231	5.975	-16.213			
248	4.13333	32.259	5.893	-16.298			
249	4.15000	32.206	5.838	-16.323			
250	4.16667	32.178	5.994	-16.247			
251	4.18333	32.158	6.023	-16.198			
252	4.20000	32.228	5.926	-16.233			
253	4.21667	32.251	5.923	-16.235			
254	4.23333	32.200	5.965	-16.176			
255	4.25000	32.164	6.038	-16.100			
256	4.26667	32.225	5.996	-16.174			
257	4.28333	32.230	5.967	-16.237			
258	4.30000	32.205	5.939	-16.253			
259	4.31667	32.140	6.002	-16.184			
260	4.33333	32.186	6.031	-16.171			
261	4.35000	32.315	5.927	-16.177			
262	4.36667	32.301	5.895	-16.189			
263	4.38333	32.205	5.948	-16.155			
264	4.40000	32.136	5.967	-16.130			
265	4.41667	32.274	5.951	-16.187			
266	4.43333	32.361	5.909	-16.134			
267	4.45000	32.305	5.898	-16.117			
268	4.46667	32.108	5.942	-15.966			
269	4.48333	32.130	5.867	-16.036			
270	4.50000	32.317	5.802	-16.136			
271	4.51667	32.325	5.848	-16.119			
272	4.53333	32.213	5.923	-15.961			
273	4.55000	32.131	5.993	-15.898			
274	4.56667	32.182	5.905	-15.965			
275	4.58333	32.333	5.813	-15.961			
276	4.60000	32.306	5.885	-15.938			
277	4.61667	32.151	5.911	-15.901			
278	4.63333	32.169	5.855	-15.913			
279	4.65000	32.270	5.723	-16.000			
280	4.66667	32.296	5.772	-15.908			
281	4.68333	32.274	5.861	-15.768			
282	4.70000	32.249	5.899	-15.658			
283	4.71667	32.315	5.774	-15.927			
284	4.73333	32.353	5.668	-16.005			
285	4.75000	32.279	5.725	-15.792			
286	4.76667	32.241	5.842	-15.645			
287	4.78333	32.287	5.797	-15.614			
288	4.80000	32.372	5.703	-15.717			
289	4.81667	32.356	5.652	-15.738			
290	4.83333	32.302	5.715	-15.614			
291	4.85000	32.331	5.764	-15.471			
292	4.86667	32.382	5.693	-15.501			
293	4.88333	32.367	5.584	-15.537			
294	4.90000	32.271	5.599	-15.533			
295	4.91667	32.300	5.680	-15.362			
296	4.93333	32.447	5.686	-15.341			
297	4.95000	32.505	5.587	-15.393			
298	4.96667	32.379	5.543	-15.367			
299	4.98333	32.284	5.555	-15.279			
300	5.00000	32.329	5.607	-15.286			
301	5.01667	32.556	5.578	-15.237			
302	5.03333	32.622	5.537	-15.289			
303	5.05000	32.538	5.583	-15.053			
304	5.06667	32.389	5.570	-15.134			
305	5.08333	32.384	5.490	-15.134			
306	5.10000	32.605	5.436	-15.131			
307	5.11667	32.648	5.498	-15.074			
308	5.13333	32.547	5.585	-14.965			
309	5.15000	32.452	5.552	-14.940			
310	5.16667	32.509	5.499	-14.965			
311	5.18333	32.593	5.471	-14.961			
312	5.20000	32.591	5.519	-14.888			
313	5.21667	32.505	5.549	-14.879			
314	5.23333	32.449	5.504	-14.921			
315	5.25000	32.537	5.452	-14.914			
316	5.26667	32.565	5.563	-14.784			
317	5.28333	32.504	5.656	-14.706			
318	5.30000	32.464	5.629	-14.693			
319	5.31667	32.466	5.488	-14.843			
320	5.33333	32.506	5.436	-14.867			
321	5.35000	32.463	5.530	-14.662			
322	5.36667	32.492	5.719	-14.491			
323	5.38333	32.500	5.684	-14.512			
324	5.40000	32.530	5.563	-14.660			
325	5.41667	32.529	5.469	-14.742			
326	5.43333	32.449	5.544	-14.585			
327	5.45000	32.528	5.622	-14.537			
328	5.46667	32.646	5.613	-14.469			
329	5.48333	32.625	5.558	-14.454			
330	5.50000	32.474	5.520	-14.464			
331	5.51667	32.443	5.553	-14.385			
332	5.53333	32.555	5.562	-14.455			
333	5.55000	32.697	5.541	-14.387			
334	5.56667	32.631	5.556	-14.321			
335	5.58333	32.528	5.550	-14.256			
336	5.60000	32.525	5.497	-14.242			
337	5.61667	32.609	5.472	-14.290			
338	5.63333	32.701	5.511	-14.302			
339	5.65000	32.576	5.516	-14.286			
340	5.66667	32.450	5.508	-14.207			
341	5.68333	32.481	5.506	-14.219			
342	5.70000	32.647	5.464	-14.204			
343	5.71667	32.705	5.501	-14.190			
344	5.73333	32.679	5.522	-14.202			
345	5.75000	32.601	5.477	-14.193			
346	5.76667	32.555	5.385	-14.213			
347	5.78333	32.563	5.471	-14.100			
348	5.80000	32.626	5.538	-14.118			
349	5.81667	32.722	5.495	-14.110			
350	5.83333	32.723	5.454	-14.181			
351	5.85000	32.613	5.387	-14.222			
352	5.86667	32.578	5.373	-14.174			
353	5.88333	32.581	5.499	-14.110			
354	5.90000	32.708	5.466	-14.122			
355	5.91667	32.747	5.431	-14.197			
356	5.93333	32.747	5.383	-14.189			
357	5.95000	32.592	5.414	-14.169			
358	5.96667	32.562	5.413	-14.089			
359	5.98333	32.612	5.396	-14.137			
360	6.00000	32.700	5.313	-14.217			
361	6.01667	32.632	5.315	-14.204			
362	6.03333	32.598	5.365	-14.159			
363	6.05000	32.593	5.355	-14.099			
364	6.06667	32.609	5.383	-14.078			
365	6.08333	32.620	5.303	-14.142			
366	6.10000	32.569	5.220	-14.168			
367	6.11667	32.525	5.217	-14.190			
368	6.13333	32.556	5.129	-14.173			
369	6.15000	32.652	5.125	-14.111			
370	6.16667	32.691	5.079	-14.106			
371	6.18333	32.664	5.089	-14.188			
372	6.20000	32.686	5.051	-14.230			
373	6.21667	32.747	4.977	-14.254			
374	6.23333	32.785	5.040	-14.182			
375	6.25000	32.771	5.009	-14.112			
376	6.26667	32.717	5.011	-14.083			
377	6.28333	32.791	4.913	-14.142			
378	6.30000	32.853	4.862	-14.295			
379	6.31667	32.837	4.866	-14.273			
380	6.33333	32.787	4.904	-14.148			
381	6.35000	32.797	4.886	-14.130			
382	6.36667	32.770	4.893	-14.120			
383	6.38333	32.801	4.871	-14.242			
384	6.40000	32.764	4.857	-14.254			
385	6.41667	32.732	4.884	-14.324			
386	6.43333	32.726	4.889	-14.254			
387	6.45000	32.736	4.854	-14.275			
388	6.46667	32.763	4.840	-14.312			
389	6.48333	32.768	4.860	-14.320			
390	6.50000	32.747	4.876	-14.343			
391	6.51667	32.711	4.894	-14.371			
392	6.53333	32.691	4.850	-14.389			
393	6.55000	32.648	4.885	-14.363			
394	6.56667	32.719	4.875	-14.410			
395	6.58333	32.702	4.896	-14.421			
396	6.60000	32.663	4.817	-14.461			
397	6.61667	32.639	4.841	-14.431			
398	6.63333	32.614	4.870	-14.482			
399	6.65000	32.627	4.892	-14.479			
400	6.66667	32.651	4.870	-14.493			
401	6.68333	32.597	4.868	-14.508			
402	6.70000	32.545	4.840	-14.509			
403	6.71667	32.597	4.856	-14.552			
404	6.73333	32.601	4.828	-14.552			
405	6.75000	32.528	4.815	-14.516			
406	6.76667	32.482	4.785	-14.579			
407	6.78333	32.495	4.792	-14.529			
408	6.80000	32.531	4.754	-14.590			
409	6.81667	32.603	4.752	-14.585			
410	6.83333	32.496	4.740	-14.562			
411	6.85000	32.423	4.717	-14.559			
412	6.86667	32.399	4.633	-14.621			
413	6.88333	32.359	4.488	-14.649			
414	6.90000	32.381	4.530	-14.637			
415	6.91667	32.352	4.515	-14.597			
416	6.93333	32.333	4.491	-14.603			
417	6.95000	32.326	4.455	-14.655			
418	6.96667	32.297	4.317	-14.671			
419	6.98333	32.261	4.303	-14.656			
420	7.00000	32.218	4.265	-14.674			
421	7.01667	32.243	4.248	-14.673			
422	7.03333	32.191	4.190	-14.723			
423	7.05000	32.170	4.156	-14.650			
424	7.06667	32.132	4.148	-14.681			
425	7.08333	32.154	4.158	-14.673			
426	7.10000	32.199	4.069	-14.747			
427	7.11667	32.235	4.091	-14.756			
428	7.13333	32.181	4.051	-14.709			
429	7.15000	32.118	4.079	-14.665			
430	7.16667	32.107	4.073	-14.716			
431	7.18333	32.192	4.015	-14.727			
432	7.20000	32.191	4.040	-14.788			
433	7.21667	32.169	3.988	-14.753			
434	7.23333	32.101	4.023	-14.749			
435	7.25000	32.106	3.874	-14.788			
436	7.26667	32.105	3.912	-14.780			
437	7.28333	32.090	3.869	-14.788			
438	7.30000	32.036	3.825	-14.796			
439	7.31667	32.016	3.706	-14.794			
440	7.33333	31.997	3.630	-14.816			
441	7.35000	31.938	3.568	-14.783			
442	7.36667	31.858	3.543	-14.707			
443	7.38333	31.904	3.472	-14.704			
444	7.40000	31.848	3.366	-14.762			
445	7.41667	31.821	3.342	-14.778			
446	7.43333	31.738	3.379	-14.706			
447	7.45000	31.769	3.367	-14.719			
448	7.46667	31.789	3.358	-14.743			
449	7.48333	31.805	3.307	-14.744			
450	7.50000	31.732	3.246	-14.777			
451	7.51667	31.702	3.231	-14.730			
452	7.53333	31.667	3.211	-14.673			
453	7.55000	31.693	3.194	-14.676			
454	7.56667	31.627	3.133	-14.684			
455	7.58333	31.577	3.140	-14.756			
456	7.60000	31.587	3.107	-14.767			
457	7.61667	31.598	3.109	-14.673			
458	7.63333	31.553	3.067	-14.647			
459	7.65000	31.377	3.071	-14.560			
460	7.66667	31.181	2.964	-14.519			
461	7.68333	31.096	2.793	-14.579			
462	7.70000	31.049	2.642	-14.510			
463	7.71667	30.952	2.612	-14.447			
464	7.73333	30.808	2.651	-14.338			
465	7.75000	30.728	2.579	-14.366			
466	7.76667	30.765	2.460	-14.496			
467	7.78333	30.721	2.312	-14.495			
468	7.80000	30.660	2.309	-14.393			
469	7.81667	30.523	2.168	-14.351			
470	7.83333	30.414	1.880	-14.311			
471	7.85000	30.227	1.554	-14.326			
472	7.86667	30.062	1.330	-14.244			
473	7.88333	29.934	1.167	-14.110			
474	7.90000	29.918	1.035	-14.044			
475	7.91667	30.074	0.859	-14.140			
476	7.93333	30.014	0.760	-14.160			
477	7.95000	29.988	0.829	-14.186			
478	7.96667	30.000	0.900	-14.208			
479	7.98333	30.166	0.905	-14.426			
480	8.00000	30.371	0.863	-14.484			
481	8.01667	30.490	0.931	-14.451			
482	8.03333	30.555	1.013	-14.347			
483	8.05000	30.768	1.106	-14.311			
484	8.06667	31.041	1.083	-14.333			
485	8.08333	31.243	1.096	-14.353			
486	8.10000	31.330	1.270	-14.326			
487	8.11667	31.331	1.367	-14.313			
488	8.13333	31.417	1.393	-14.269			
489	8.15000	31.661	1.398	-14.205			
490	8.16667	31.898	1.497	-14.044			
491	8.18333	31.999	1.553	-13.932			
492	8.20000	32.054	1.579	-13.842			
493	8.21667	32.130	1.565	-13.776			
494	8.23333	32.337	1.604	-13.581			
495	8.25000	32.576	1.659	-13.319			
496	8.26667	32.830	1.712	-13.156			
497	8.28333	32.941	1.689	-13.106			
498	8.30000	32.902	1.641	-13.144			
499	8.31667	32.573	1.622	-13.158			
500	8.33333	32.369	1.532	-13.334			
501	8.35000	32.273	1.386	-13.579			
502	8.36667	32.237	1.260	-13.840			
503	8.38333	32.200	1.274	-13.673			
504	8.40000	32.038	1.390	-13.550			
505	8.41667	31.901	1.413	-13.594			
506	8.43333	31.680	1.274	-13.795			
507	8.45000	31.313	1.025	-14.113			
508	8.46667	30.873	0.861	-14.266			
509	8.48333	30.443	0.737	-14.245			
510	8.50000	30.083	0.645	-14.200			
511	8.51667	29.888	0.472	-14.227			
512	8.53333	29.632	0.390	-14.322			
513	8.55000	29.446	0.290	-14.585			
514	8.56667	29.509	0.214	-14.839			
515	8.58333	29.597	0.244	-14.854			
516	8.60000	29.777	0.393	-14.676			
517	8.61667	29.894	0.566	-14.480			
518	8.63333	29.873	0.611	-14.366			
519	8.65000	29.744	0.463	-14.577			
520	8.66667	29.745	0.291	-14.905			
521	8.68333	29.745	0.353	-14.959			
522	8.70000	29.907	0.552	-14.771			
523	8.71667	29.985	0.689	-14.493			
524	8.73333	30.059	0.755	-14.531			
525	8.75000	30.036	0.648	-14.684			
526	8.76667	30.061	0.615	-14.858			
527	8.78333	30.086	0.621	-14.934			
528	8.80000	30.162	0.763	-14.855			
529	8.81667	30.159	0.753	-14.730			
530	8.83333	30.082	0.835	-14.664			
531	8.85000	30.114	0.846	-14.678			
532	8.86667	30.209	0.794	-14.781			
533	8.88333	30.354	0.764	-14.958			
534	8.90000	30.300	0.766	-14.946			
535	8.91667	30.111	0.854	-14.818			
536	8.93333	30.067	0.908	-14.756			
537	8.95000	30.208	0.829	-14.792			
538	8.96667	30.437	0.811	-14.880			
539	8.98333	30.356	0.820	-14.823			
540	9.00000	30.149	0.899	-14.870			
541	9.01667	30.069	0.873	-14.883			
542	9.03333	30.166	0.821	-14.916			
543	9.05000	30.303	0.812	-14.890			
544	9.06667	30.354	0.905	-14.872			
545	9.08333	30.289	0.884	-14.813			
546	9.10000	30.237	0.850	-14.805			
547	9.11667	30.178	0.777	-14.883			
548	9.13333	30.152	0.835	-14.854			
549	9.15000	30.169	0.870	-14.808			
550	9.16667	30.251	0.836	-14.863			
551	9.18333	30.278	0.755	-14.903			
552	9.20000	30.228	0.769	-14.842			
553	9.21667	30.159	0.906	-14.714			
554	9.23333	30.128	0.946	-14.672			
555	9.25000	30.172	0.879	-14.851			
556	9.26667	30.160	0.741	-15.036			
557	9.28333	30.152	0.724	-14.977			
558	9.30000	30.153	0.878	-14.785			
559	9.31667	30.223	0.977	-14.619			
560	9.33333	30.258	0.891	-14.695			
561	9.35000	30.219	0.785	-14.915			
562	9.36667	30.111	0.827	-14.999			
563	9.38333	30.180	0.840	-15.001			
564	9.40000	30.236	0.922	-14.827			
565	9.41667	30.302	0.976	-14.741			
566	9.43333	30.240	1.030	-14.730			
567	9.45000	30.180	1.010	-14.828			
568	9.46667	30.265	0.958	-14.994			
569	9.48333	30.324	0.934	-15.025			
570	9.50000	30.212	0.965	-14.897			
571	9.51667	30.089	1.139	-14.765			
572	9.53333	30.134	1.145	-14.758			
573	9.55000	30.330	1.066	-14.870			
574	9.56667	30.361	1.016	-14.928			
575	9.58333	30.188	1.103	-14.945			
576	9.60000	30.036	1.126	-14.857			
577	9.61667	30.059	1.107	-14.985			
578	9.63333	30.244	1.080	-14.951			
579	9.65000	30.363	1.145	-14.867			
580	9.66667	30.280	1.254	-14.721			
581	9.68333	30.128	1.281	-14.806			
582	9.70000	30.104	1.165	-14.976			
583	9.71667	30.177	1.131	-15.045			
584	9.73333	30.144	1.236	-14.906			
585	9.75000	30.122	1.339	-14.726			
586	9.76667	30.171	1.323	-14.788			
587	9.78333	30.228	1.263	-14.868			
588	9.80000	30.211	1.223	-14.887			
589	9.81667	30.052	1.296	-14.932			
590	9.83333	30.013	1.359	-14.855			
591	9.85000	30.133	1.318	-14.867			
592	9.86667	30.249	1.296	-14.882			
593	9.88333	30.227	1.310	-14.766			
594	9.90000	30.117	1.395	-14.663			
595	9.91667	30.069	1.374	-14.702			
596	9.93333	30.073	1.304	-14.863			
597	9.95000	30.084	1.176	-14.945			
598	9.96667	30.117	1.302	-14.879			
599	9.98333	30.093	1.415	-14.673			
600	10.00000	30.154	1.440	-14.599			
601	10.01667	30.124	1.390	-14.676			
602	10.03333	30.088	1.325	-14.755			
603	10.05000	30.068	1.318	-14.835			
604	10.06667	30.115	1.341	-14.805			
605	10.08333	30.122	1.399	-14.728			
606	10.10000	30.077	1.409	-14.692			
607	10.11667	30.048	1.384	-14.661			
608	10.13333	30.054	1.354	-14.732			
609	10.15000	30.124	1.360	-14.790			
610	10.16667	30.118	1.344	-14.821			
611	10.18333	30.072	1.370	-14.829			
612	10.20000	29.993	1.305	-14.798			
613	10.21667	29.970	1.387	-14.736			
614	10.23333	30.081	1.442	-14.775			
615	10.25000	30.202	1.449	-14.759			
616	10.26667	30.143	1.459	-14.795			
617	10.28333	30.032	1.350	-14.826			
618	10.30000	29.966	1.349	-14.908			
619	10.31667	30.094	1.368	-14.820			
620	10.33333	30.219	1.431	-14.750			
621	10.35000	30.257	1.449	-14.724			
622	10.36667	30.094	1.468	-14.747			
623	10.38333	29.998	1.426	-14.844			
624	10.40000	29.973	1.400	-14.853			
625	10.41667	30.066	1.419	-14.802			
626	10.43333	30.170	1.453	-14.750			
627	10.45000	30.092	1.476	-14.784			
628	10.46667	29.971	1.450	-14.758			
629	10.48333	29.969	1.444	-14.766			
630	10.50000	29.942	1.407	-14.868			
631	10.51667	29.959	1.481	-14.855			
632	10.53333	29.946	1.503	-14.826			
633	10.55000	29.990	1.462	-14.831			
634	10.56667	30.037	1.439	-14.759			
635	10.58333	30.020	1.491	-14.760			
636	10.60000	29.924	1.509	-14.699			
637	10.61667	29.903	1.486	-14.834			
638	10.63333	29.947	1.408	-14.898			
639	10.65000	29.966	1.411	-14.886			
640	10.66667	30.017	1.466	-14.692			
641	10.68333	30.034	1.537	-14.628			
642	10.70000	30.014	1.542	-14.652			
643	10.71667	29.965	1.399	-14.784			
644	10.73333	29.945	1.436	-14.849			
645	10.75000	29.909	1.473	-14.778			
646	10.76667	29.989	1.528	-14.654			
647	10.78333	30.034	1.543	-14.624			
648	10.80000	30.012	1.559	-14.608			
649	10.81667	29.940	1.514	-14.669			
650	10.83333	29.938	1.491	-14.716			
651	10.85000	30.019	1.590	-14.729			
652	10.86667	30.103	1.564	-14.712			
653	10.88333	29.999	1.560	-14.628			
654	10.90000	29.905	1.578	-14.611			
655	10.91667	29.980	1.586	-14.624			
656	10.93333	30.103	1.586	-14.696			
657	10.95000	30.122	1.559	-14.702			
658	10.96667	30.041	1.593	-14.715			
659	10.98333	29.953	1.629	-14.694			
660	11.00000	29.990	1.608	-14.685			
661	11.01667	30.163	1.614	-14.684			
662	11.03333	30.193	1.655	-14.644			
663	11.05000	30.098	1.650	-14.643			
664	11.06667	30.024	1.667	-14.614			
665	11.08333	30.084	1.603	-14.700			
